0	0	1.13328	-1.80573	6.73889	8.09805
1	0	-1.23766	0.494636	2.96261	7.7644
2	0	0.233286	0.452147	7.75154	5.43694
3	0	-2.02941	2.66864	6.81846	4.79896
0	0	1.16336	-1.80573	6.68522	8.09805
1	0	-1.23766	0.532644	2.96261	7.73294
2	0	0.194107	0.452147	7.71685	5.43694
3	0	-2.02941	2.61878	6.81846	4.79908
0	10	1.46379	-1.80573	6.14968	8.09805
1	10	-1.23766	0.904433	2.96261	7.4038
2	10	-0.197524	0.452147	7.37476	5.43694
3	10	-2.02941	2.12169	6.81846	4.79621
0	20	1.76211	-1.80573	5.61833	8.09805
1	20	-1.23766	1.21121	2.96261	6.91147
2	20	-0.58903	0.452147	7.04342	5.43694
3	20	-2.02941	1.63005	6.81846	4.77307
0	30	2.05548	-1.80573	5.09521	8.09805
1	30	-1.23766	1.51246	2.96261	6.40681
2	30	-0.9714	0.452147	6.71058	5.43694
3	30	-2.02941	1.14983	6.81846	4.70916
0	40	2.34033	-1.80573	4.58525	8.09805
1	40	-1.23766	1.81356	2.96261	5.9064
2	40	-1.35333	0.452147	6.38881	5.43694
3	40	-2.02941	0.684304	6.81846	4.58638
0	50	2.61362	-1.80573	4.09334	8.09805
1	50	-1.23766	2.11289	2.96261	5.41469
2	50	-1.71397	0.452147	6.07708	5.43694
3	50	-2.02941	0.232873	6.81846	4.40352
0	60	2.8743	-1.80573	3.62414	8.09805
1	60	-1.23766	2.41094	2.96261	4.93425
2	60	-2.05587	0.452147	5.78185	5.43694
3	60	-2.02941	-0.205193	6.81846	4.17703
0	70	3.12358	-1.80573	3.18325	8.09805
1	70	-1.23766	2.70815	2.96261	4.46708
2	70	-2.34791	0.452147	5.40716	5.43694
3	70	-2.02941	-0.63055	6.81846	3.92734
0	80	3.3676	-1.80573	2.77202	8.09805
1	80	-1.23766	3.00361	2.96261	4.01781
2	80	-2.59413	0.452147	4.94302	5.43694
3	80	-2.02941	-1.04811	6.81846	3.6636
0	90	3.60838	-1.80573	2.4014	8.09805
1	90	-1.23766	3.29354	2.96261	3.59904
2	90	-2.82738	0.452147	4.47001	5.43694
3	90	-2.02941	-1.42598	6.81846	3.343
0	100	3.84557	-1.80573	2.09313	8.09805
1	100	-1.23766	3.57475	2.96261	3.21211
2	100	-3.05156	0.452147	4.00941	5.43694
3	100	-2.02941	-1.78067	6.81846	2.99162
0	110	4.07417	-1.80573	1.8699	8.09805
1	110	-1.23766	3.83879	2.96261	2.85749
2	110	-3.2694	0.452147	3.55906	5.43694
3	110	-2.02941	-2.12566	6.81846	2.63921
0	120	4.22536	-1.80573	1.61401	8.09805
1	120	-1.23766	4.06724	2.96261	2.52142
2	120	-3.48205	0.452147	3.12063	5.43694
3	120	-2.02941	-2.46266	6.81846	2.2907
0	130	4.3511	-1.80573	1.40762	8.09805
1	130	-1.23766	4.24	2.96261	2.17456
2	130	-3.68926	0.452147	2.70153	5.43694
3	130	-2.02941	-2.79051	6.81846	1.9627
0	140	4.45674	-1.80573	1.29861	8.09805
1	140	-1.23766	4.36305	2.96261	1.80338
2	140	-3.89063	0.452147	2.31309	5.43694
3	140	-2.02941	-3.10575	6.81846	1.68581
0	150	4.50776	-1.80573	1.20609	8.09805
1	150	-1.23766	4.46086	2.96261	1.43008
2	150	-4.08561	0.452147	1.97322	5.43694
3	150	-2.02941	-3.38573	6.81846	1.45151
0	160	4.53467	-1.80573	1.10407	8.09805
1	160	-1.23766	4.54457	2.96261	1.07834
2	160	-4.27357	0.452147	1.70951	5.43694
3	160	-2.02941	-3.57633	6.81846	1.10715
0	170	4.55689	-1.80573	1.00788	8.09805
1	170	-1.23766	4.6156	2.96261	0.768872
2	170	-4.45344	0.452147	1.55714	5.43694
3	170	-2.02941	-3.74702	6.81846	0.818099
0	180	4.57675	-1.80573	0.919199	8.09805
1	180	-1.23766	4.67206	2.96261	0.519284
2	180	-4.52744	0.452147	1.3259	5.43694
3	180	-2.02941	-3.89374	6.81846	0.608451
0	190	4.5949	-1.80573	0.838024	8.09805
1	190	-1.23766	4.7132	2.96261	0.336463
2	190	-4.59267	0.452147	1.12452	5.43694
3	190	-2.02941	-4.01347	6.81846	0.488684
0	200	4.6115	-1.80573	0.7638	8.09805
1	200	-1.23766	4.74105	2.96261	0.212726
2	200	-4.64937	0.452147	0.952697	5.43694
3	200	-2.02941	-4.10677	6.81846	0.434716
0	210	4.62667	-1.80573	0.695979	8.09805
1	210	-1.23766	4.75902	2.96261	0.1328
2	210	-4.69815	0.452147	0.808804	5.43694
3	210	-2.02941	-4.178	6.81846	0.408485
0	220	4.64052	-1.80573	0.634045	8.09805
1	220	-1.23766	4.77031	2.96261	0.082291
2	220	-4.7398	0.452147	0.689942	5.43694
3	220	-2.02941	-4.23272	6.81846	0.388118
0	230	4.65316	-1.80573	0.577513	8.09805
1	230	-1.23766	4.77738	2.96261	0.0507184
2	230	-4.77516	0.452147	0.592591	5.43694
3	230	-2.02941	-4.27567	6.81846	0.367036
0	240	4.66469	-1.80573	0.525936	8.09805
1	240	-1.23766	4.78177	2.96261	0.031067
2	240	-4.8051	0.452147	0.513137	5.43694
3	240	-2.02941	-4.31026	6.81846	0.344675
0	250	4.67521	-1.80573	0.478894	8.09805
1	250	-1.23766	4.78451	2.96261	0.0188684
2	250	-4.83043	0.452147	0.448184	5.43694
3	250	-2.02941	-4.339	6.81846	0.321888
0	260	4.6848	-1.80573	0.436001	8.09805
1	260	-1.23766	4.78621	2.96261	0.0113232
2	260	-4.8518	0.452147	0.394676	5.43694
3	260	-2.02941	-4.36372	6.81846	0.299406
0	270	4.69354	-1.80573	0.396901	8.09805
1	270	-1.23766	4.78727	2.96261	0.00670149
2	270	-4.86993	0.452147	0.35032	5.43694
3	270	-2.02941	-4.3854	6.81846	0.277654
0	280	4.70151	-1.80573	0.361265	8.09805
1	280	-1.23766	4.78792	2.96261	0.00395532
2	280	-4.88536	0.452147	0.313121	5.43694
3	280	-2.02941	-4.40485	6.81846	0.256455
0	290	4.70877	-1.80573	0.328791	8.09805
1	290	-1.23766	4.78833	2.96261	0.00247688
2	290	-4.89853	0.452147	0.281516	5.43694
3	290	-2.02941	-4.42254	6.81846	0.235912
0	300	4.71539	-1.80573	0.299203	8.09805
1	300	-1.23766	4.78858	2.96261	0.00189156
2	300	-4.9098	0.452147	0.254308	5.43694
3	300	-2.02941	-4.4386	6.81846	0.216632
0	310	4.72142	-1.80573	0.272249	8.09805
1	310	-1.23766	4.78874	2.96261	0.0018121
2	310	-4.91971	0.452147	0.229668	5.43694
3	310	-2.02941	-4.45317	6.81846	0.198834
0	320	4.72691	-1.80573	0.247697	8.09805
1	320	-1.23766	4.78879	2.96261	0.00183871
2	320	-4.92857	0.452147	0.206587	5.43694
3	320	-2.02941	-4.46636	6.81846	0.182355
0	330	4.73191	-1.80573	0.225333	8.09805
1	330	-1.23766	4.78879	2.96261	0.00183871
2	330	-4.93646	0.452147	0.185102	5.43694
3	330	-2.02941	-4.47834	6.81846	0.16723
0	340	4.73647	-1.80573	0.204965	8.09805
1	340	-1.23766	4.78879	2.96261	0.00183871
2	340	-4.94346	0.452147	0.165241	5.43694
3	340	-2.02941	-4.48928	6.81846	0.153519
0	350	4.74061	-1.80573	0.186415	8.09805
1	350	-1.23766	4.78879	2.96261	0.00183871
2	350	-4.94965	0.452147	0.147006	5.43694
3	350	-2.02941	-4.49927	6.81846	0.141061
0	360	4.74439	-1.80573	0.169521	8.09805
1	360	-1.23766	4.78879	2.96261	0.00183871
2	360	-4.95511	0.452147	0.13037	5.43694
3	360	-2.02941	-4.50843	6.81846	0.129717
0	370	4.74783	-1.80573	0.154137	8.09805
1	370	-1.23766	4.78879	2.96261	0.00183871
2	370	-4.9599	0.452147	0.115284	5.43694
3	370	-2.02941	-4.51682	6.81846	0.119365
0	380	4.75097	-1.80573	0.140128	8.09805
1	380	-1.23766	4.78879	2.96261	0.00183871
2	380	-4.96411	0.452147	0.101676	5.43694
3	380	-2.02941	-4.52452	6.81846	0.109899
0	390	4.75382	-1.80573	0.127373	8.09805
1	390	-1.23766	4.78879	2.96261	0.00183871
2	390	-4.96779	0.452147	0.0894614	5.43694
3	390	-2.02941	-4.5316	6.81846	0.101228
0	400	4.75642	-1.80573	0.115758	8.09805
1	400	-1.23766	4.78879	2.96261	0.00183871
2	400	-4.97101	0.452147	0.0785441	5.43694
3	400	-2.02941	-4.53811	6.81846	0.0932739
0	410	4.75878	-1.80573	0.105183	8.09805
1	410	-1.23766	4.78879	2.96261	0.00183871
2	410	-4.97381	0.452147	0.0688258	5.43694
3	410	-2.02941	-4.5441	6.81846	0.0859696
0	420	4.76094	-1.80573	0.0955544	8.09805
1	420	-1.23766	4.78879	2.96261	0.00183871
2	420	-4.97625	0.452147	0.060203	5.43694
3	420	-2.02941	-4.54961	6.81846	0.0792553
0	430	4.7629	-1.80573	0.0867879	8.09805
1	430	-1.23766	4.78879	2.96261	0.00183871
2	430	-4.97837	0.452147	0.0525776	5.43694
3	430	-2.02941	-4.55469	6.81846	0.0730784
0	440	4.76469	-1.80573	0.078806	8.09805
1	440	-1.23766	4.78879	2.96261	0.00183871
2	440	-4.98021	0.452147	0.0458527	5.43694
3	440	-2.02941	-4.55937	6.81846	0.067392
0	450	4.76631	-1.80573	0.0715395	8.09805
1	450	-1.23766	4.78879	2.96261	0.00183871
2	450	-4.98181	0.452147	0.0399371	5.43694
3	450	-2.02941	-4.56369	6.81846	0.0621553
0	460	4.76779	-1.80573	0.0649254	8.09805
1	460	-1.23766	4.78879	2.96261	0.00183871
2	460	-4.98319	0.452147	0.0347463	5.43694
3	460	-2.02941	-4.56766	6.81846	0.0573305
0	470	4.76914	-1.80573	0.0589037	8.09805
1	470	-1.23766	4.78879	2.96261	0.00183871
2	470	-4.98439	0.452147	0.0302009	5.43694
3	470	-2.02941	-4.57133	6.81846	0.052884
0	480	4.77037	-1.80573	0.0534228	8.09805
1	480	-1.23766	4.78879	2.96261	0.00183871
2	480	-4.98542	0.452147	0.0262276	5.43694
3	480	-2.02941	-4.57471	6.81846	0.0487846
0	490	4.77149	-1.80573	0.0484347	8.09805
1	490	-1.23766	4.78879	2.96261	0.00183871
2	490	-4.98625	0.452147	0.0227332	5.43694
3	490	-2.02941	-4.57783	6.81846	0.0450051
0	500	4.7725	-1.80573	0.0438947	8.09805
1	500	-1.23766	4.78879	2.96261	0.00183871
2	500	-4.98693	0.452147	0.0197241	5.43694
3	500	-2.02941	-4.5807	6.81846	0.0415194
0	510	4.77343	-1.80573	0.0397633	8.09805
1	510	-1.23766	4.78879	2.96261	0.00183871
2	510	-4.98751	0.452147	0.0171625	5.43694
3	510	-2.02941	-4.58336	6.81846	0.0383046
0	520	4.77427	-1.80573	0.0360039	8.09805
1	520	-1.23766	4.78879	2.96261	0.00183871
2	520	-4.98801	0.452147	0.0149834	5.43694
3	520	-2.02941	-4.5858	6.81846	0.0353396
0	530	4.77504	-1.80573	0.0325839	8.09805
1	530	-1.23766	4.78879	2.96261	0.00183871
2	530	-4.98843	0.452147	0.0131321	5.43694
3	530	-2.02941	-4.58806	6.81846	0.032605
0	540	4.77574	-1.80573	0.0294723	8.09805
1	540	-1.23766	4.78879	2.96261	0.00183871
2	540	-4.98879	0.452147	0.0115603	5.43694
3	540	-2.02941	-4.59014	6.81846	0.0300819
0	550	4.77638	-1.80573	0.0266438	8.09805
1	550	-1.23766	4.78879	2.96261	0.00183871
2	550	-4.98909	0.452147	0.0102278	5.43694
3	550	-2.02941	-4.59206	6.81846	0.0277542
0	560	4.77696	-1.80573	0.0240722	8.09805
1	560	-1.23766	4.78879	2.96261	0.00183871
2	560	-4.98936	0.452147	0.00909975	5.43694
3	560	-2.02941	-4.59384	6.81846	0.0256069
0	570	4.77749	-1.80573	0.0217348	8.09805
